compound	DataFilename	SampleName	SampleID	SampleType	Level	Ret.Time	Area	Height	ISTDArea	ISTDHeight	AreaRatio	HeightRatio	Conc.	Std.Conc.	Deviation	%Dev	Accuracy	QCCheckResults	Mark	PeakStart	PeakEnd	T.Plate#	HETP	meter	TailingF.	TailingF(10%)	Resolution	k'	SeparationF.	Area%	Height%	USPWidth	Width(5%)	Width(10%)	Width(50%)	RelativeRetentionTime	Statistic
succinate	2017-10-05_004.lcd	5 mM Mix	STD-0114	Unknown	-----	12.337	132454	6815	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.725	12.683	9722.602	15.428	64817.349	--	--	2.006	0.945	1.166	5.4023	6.2362	0.5	0	0	0.289	0.786	*
succinate	2017-10-05_005.lcd	2.5 mM Mix	STD-0115	Unknown	-----	12.335	65222	3385	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.758	12.675	9763.479	15.363	65089.862	--	--	1.935	0.749	1.193	5.4063	6.2544	0.499	0	0	0.288	0.786	*
succinate	2017-10-05_006.lcd	1 mM Mix	STD-0116	Unknown	-----	12.338	27377	1404	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.767	12.683	9597.879	15.628	63985.861	--	--	1.762	0.749	1.193	5.3646	6.1069	0.504	0	0	0.29	0.786	*
succinate	2017-10-05_007.lcd	0.5 mM Mix	STD-0117	Unknown	-----	12.334	12901	677	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.817	12.675	9844.253	15.237	65628.351	--	--	1.849	0.749	1.191	5.3816	6.0141	0.497	0	0	0.287	0.786	*
succinate	2017-10-05_008.lcd	0.25 mM Mix	STD-0118	Unknown	-----	12.34	6513	343	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.867	12.675	9846.523	15.234	65643.484	--	--	1.849	0.749	1.191	4.796	5.4076	0.497	0	0	0.287	0.786	*
succinate	2017-10-05_009.lcd	0.1 mM Mix	STD-0119	Unknown	-----	12.34	2520	136	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.967	12.683	10149.325	14.779	67662.169	--	--	1.866	0.749	1.192	3.8532	4.4341	0.49	0	0	0.282	0.786	*
succinate	2017-10-05_010.lcd	Water	BLANK	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
succinate	2017-10-05_011.lcd	HPLC_HF5.PlateA	HF5.PlateA-A01	Unknown	-----	12.346	1960	126	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.075	12.508	9135.561	16.419	60903.74	--	--	1.046	1.171	1.072	0.0609	0.0541	0.517	0	0	0	0.787	*
succinate	2017-10-05_012.lcd	HPLC_HF5.PlateA	HF5.PlateA-A02	Unknown	-----	12.319	1118	89	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.083	12.508	20511.557	7.313	136743.711	0.954	0.97	2.8	1.17	1.229	0.0371	0.0392	0.344	0.369	0.34	0.204	0.786	*
succinate	2017-10-05_013.lcd	HPLC_HF5.PlateA	HF5.PlateA-A03	Unknown	-----	12.347	3551	208	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.025	12.667	11341.19	13.226	75607.932	--	--	7.135	1.557	1.75	0.1044	0.0891	0.464	0	0.506	0.267	0.788	*
succinate	2017-10-05_014.lcd	HPLC_HF5.PlateA	HF5.PlateA-A04	Unknown	-----	12.323	2232	117	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.967	12.575	8647.152	17.347	57647.68	--	--	2.165	1.558	1.197	0.0627	0.0494	0.53	0	0	0.304	0.786	*
succinate	2017-10-05_015.lcd	HPLC_HF5.PlateA	HF5.PlateA-A05	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
succinate	2017-10-05_016.lcd	HPLC_HF5.PlateA	HF5.PlateA-A06	Unknown	-----	12.313	1165	83	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.65	12.575	11344.054	13.223	75627.027	--	--	2.489	1.579	1.198	0.0338	0.036	0.462	0	0	0.271	0.786	*
succinate	2017-10-05_017.lcd	HPLC_HF5.PlateA	HF5.PlateA-A07	Unknown	-----	12.34	6799	403	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.967	12.667	11547.581	12.99	76983.873	0.968	0.987	2.097	0.862	1.299	0.2315	0.1772	0.459	0.544	0.483	0.267	0.786	*
succinate	2017-10-05_018.lcd	HPLC_HF5.PlateA	HF5.PlateA-A08	Unknown	-----	12.342	7951	460	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12	12.717	11097.759	13.516	73985.057	1.025	1.032	4.865	1.213	1.448	0.2536	0.2039	0.469	0.566	0.5	0.272	0.787	*
succinate	2017-10-05_019.lcd	HPLC_HF5.PlateA	HF5.PlateA-A09	Unknown	-----	12.339	7810	452	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.958	12.733	11221.459	13.367	74809.729	1.015	1.034	4.918	0.865	1.579	0.2867	0.2101	0.466	0.572	0.503	0.27	0.787	*
succinate	2017-10-05_020.lcd	HPLC_HF5.PlateA	HF5.PlateA-A10	Unknown	-----	12.338	38510	2028	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.692	12.75	9979.796	15.03	66531.971	1.009	1.038	2.566	0.865	1.34	1.2593	0.9145	0.494	0.661	0.553	0.286	0.786	*
succinate	2017-10-05_021.lcd	HPLC_HF5.PlateA	HF5.PlateA-A11	Unknown	-----	12.334	19230	1009	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.908	12.608	9305.918	16.119	62039.45	--	--	2.009	1.567	1.208	0.5645	0.4259	0.511	0	0	0.295	0.787	*
succinate	2017-10-05_022.lcd	HPLC_HF5.PlateA	HF5.PlateA-A12	Unknown	-----	12.327	9911	543	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	T  	11.925	12.558	9119.917	16.448	60799.447	--	--	2.445	1.181	1.234	0.4072	0.2655	0.516	0	0	0.298	0.787	*
succinate	2017-10-05_023.lcd	HPLC_HF5.PlateA	HF5.PlateA-B01	Unknown	-----	11.925	3190	211	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.65	12.142	12968.561	11.566	86457.075	0.947	0.966	4.487	0.802	1.46	0.0995	0.0908	0.419	0.436	0.406	0.25	0.761	*
succinate	2017-10-05_024.lcd	HPLC_HF5.PlateA	HF5.PlateA-B02	Unknown	-----	11.944	3122	197	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.65	12.183	11879.243	12.627	79194.952	0.977	0.995	5.958	1.153	1.497	0.0977	0.0859	0.438	0.463	0.429	0.26	0.761	*
succinate	2017-10-05_025.lcd	HPLC_HF5.PlateA	HF5.PlateA-B03	Unknown	-----	12.343	51853	2687	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	T  	11.675	12.7	9963.963	15.054	66426.42	--	--	2.149	1.159	1.238	2.0582	1.2789	0.495	0	0.586	0.285	0.787	*
succinate	2017-10-05_026.lcd	HPLC_HF5.PlateA	HF5.PlateA-B04	Unknown	-----	12.349	50382	2793	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.9	12.783	10680.194	14.045	71201.296	1.036	1.055	2.476	1.184	1.254	1.7988	1.3025	0.478	0.618	0.53	0.276	0.787	*
succinate	2017-10-05_027.lcd	HPLC_HF5.PlateA	HF5.PlateA-B05	Unknown	-----	12.343	19137	997	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.917	12.717	9654.017	15.538	64360.115	0.974	1.008	--	1.169	1.07	0.6973	0.4561	0.503	0.698	0.572	0.29	0.787	*
succinate	2017-10-05_028.lcd	HPLC_HF5.PlateA	HF5.PlateA-B06	Unknown	-----	11.956	7354	266	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.642	12.667	6402.517	23.428	42683.444	1.656	1.695	3.694	1.153	1.362	0.2389	0.117	0.598	0.89	0.827	0.37	0.762	*
succinate	2017-10-05_029.lcd	HPLC_HF5.PlateA	HF5.PlateA-B07	Unknown	-----	12.333	2551	147	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.958	12.608	11621.057	12.908	77473.711	--	--	6.313	1.18	1.611	0.0852	0.0658	0.458	0	0	0.267	0.786	*
succinate	2017-10-05_030.lcd	HPLC_HF5.PlateA	HF5.PlateA-B08	Unknown	-----	11.958	4348	250	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.65	12.292	10103.372	14.847	67355.815	1.09	1.079	4.369	0.807	1.464	0.1337	0.1102	0.476	0.539	0.486	0.279	0.762	*
succinate	2017-10-05_031.lcd	HPLC_HF5.PlateA	HF5.PlateA-B09	Unknown	-----	12.348	59814	3154	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	T  	11.683	12.775	10072.714	14.892	67151.424	1.02	1.041	2.543	0.974	1.284	2.4269	1.4892	0.492	0.67	0.558	0.284	0.787	*
succinate	2017-10-05_032.lcd	HPLC_HF5.PlateA	HF5.PlateA-B10	Unknown	-----	12.335	1638	85	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.017	12.675	8511.155	17.624	56741.033	0.982	0.974	4.2	1.566	1.372	0.053	0.038	0.535	0.579	0.537	0.317	0.786	*
succinate	2017-10-05_033.lcd	HPLC_HF5.PlateA	HF5.PlateA-B11	Unknown	-----	12.358	18569	1016	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.933	12.817	10588.427	14.166	70589.514	0.99	1.029	--	1.196	1.069	0.6486	0.4757	0.48	0.643	0.539	0.277	0.787	*
succinate	2017-10-05_034.lcd	HPLC_HF5.PlateA	HF5.PlateA-B12	Unknown	-----	12.344	7363	407	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	TV 	11.933	12.617	10580.396	14.177	70535.973	--	--	2.415	0.865	1.294	0.2633	0.1897	0.48	0	0	0.277	0.787	*
succinate	2017-10-05_035.lcd	HPLC_HF5.PlateA	HF5.PlateA-C01	Unknown	-----	12.352	19145	1012	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.95	12.725	9902.732	15.147	66018.212	1.048	1.032	--	1.178	1.066	0.7291	0.4774	0.497	0.703	0.564	0.287	0.787	*
succinate	2017-10-05_036.lcd	HPLC_HF5.PlateA	HF5.PlateA-C02	Unknown	-----	12.35	25997	1436	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	10.842	12.725	10075.979	14.887	67173.196	1.021	1.034	5.724	1.56	1.508	0.9037	0.6712	0.492	0.636	0.543	0.285	0.787	*
succinate	2017-10-05_037.lcd	HPLC_HF5.PlateA	HF5.PlateA-C03	Unknown	-----	12.346	7734	407	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.725	12.717	10254.016	14.628	68360.106	0.829	0.935	2.18	1.19	1.234	0.307	0.1947	0.488	0.734	0.562	0.282	0.787	*
succinate	2017-10-05_038.lcd	HPLC_HF5.PlateA	HF5.PlateA-C04	Unknown	-----	12.351	9848	604	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.942	12.65	12437.234	12.061	82914.893	0.97	0.996	2.258	0.866	1.287	0.3611	0.286	0.443	0.517	0.461	0.259	0.787	*
succinate	2017-10-05_039.lcd	HPLC_HF5.PlateA	HF5.PlateA-C05	Unknown	-----	12.353	11410	636	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.942	12.658	10785.216	13.908	71901.438	--	--	2.374	0.866	1.288	0.4042	0.2972	0.476	0	0	0.275	0.787	*
succinate	2017-10-05_040.lcd	HPLC_HF5.PlateA	HF5.PlateA-C06	Unknown	-----	12.351	66029	3373	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	T  	11.7	12.742	9639.452	15.561	64263.012	--	--	2.142	1.175	1.231	2.5825	1.5943	0.503	0	0.585	0.291	0.787	*
succinate	2017-10-05_041.lcd	HPLC_HF5.PlateA	HF5.PlateA-C07	Unknown	-----	12.339	58784	3082	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.7	12.708	10443.489	14.363	69623.257	0.804	0.914	2.528	1.176	1.234	2.1845	1.4304	0.483	0.773	0.578	0.28	0.787	*
succinate	2017-10-05_042.lcd	HPLC_HF5.PlateA	HF5.PlateA-C08	Unknown	-----	12.341	61465	3059	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.642	12.7	9386.814	15.98	62578.763	--	--	2.136	0.977	1.268	2.3044	1.4332	0.51	0	0.62	0.294	0.787	*
succinate	2017-10-05_043.lcd	HPLC_HF5.PlateA	HF5.PlateA-C09	Unknown	-----	12.342	20163	1110	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.933	12.717	10368.141	14.467	69120.941	1.024	1.033	2.016	0.976	1.273	0.8047	0.5315	0.485	0.609	0.528	0.281	0.787	*
succinate	2017-10-05_044.lcd	HPLC_HF5.PlateA	HF5.PlateA-C10	Unknown	-----	12.35	83914	4352	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.675	12.808	9782.634	15.333	65217.559	1.036	1.053	4.833	0.866	1.592	2.9674	2.0126	0.499	0.679	0.567	0.289	0.787	*
succinate	2017-10-05_045.lcd	HPLC_HF5.PlateA	HF5.PlateA-C11	Unknown	-----	12.353	7077	391	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.025	12.717	10542.54	14.228	70283.6	--	--	--	0.867	1.062	0.2243	0.1766	0.481	0	0.565	0.279	0.787	*
succinate	2017-10-05_046.lcd	HPLC_HF5.PlateA	HF5.PlateA-C12	Unknown	-----	12.345	64838	3273	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	T  	11.633	12.758	9468.297	15.842	63121.982	1.009	1.044	2.133	1.154	1.252	2.551	1.5629	0.507	0.724	0.58	0.293	0.787	*
succinate	2017-10-05_047.lcd	HPLC_HF5.PlateA	HF5.PlateA-D01	Unknown	-----	12.36	6046	347	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.05	12.725	10648.207	14.087	70988.045	1.11	1.117	1.33	1.145	1.089	0.2216	0.1601	0.479	0.546	0.494	0.279	0.788	*
succinate	2017-10-05_048.lcd	HPLC_HF5.PlateA	HF5.PlateA-D02	Unknown	-----	12.344	36037	1892	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.933	12.725	9819.373	15.276	65462.49	--	--	--	1.154	1.068	1.4022	0.9047	0.498	0	0.564	0.288	0.787	*
succinate	2017-10-05_049.lcd	HPLC_HF5.PlateA	HF5.PlateA-D03	Unknown	-----	12.345	9111	408	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.642	12.683	8787.861	17.069	58585.742	--	--	2.36	1.177	1.242	0.3471	0.1923	0.527	0	0	0.303	0.787	*
succinate	2017-10-05_050.lcd	HPLC_HF5.PlateA	HF5.PlateA-D04	Unknown	-----	12.362	4834	244	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.983	12.692	9307.506	16.116	62050.04	--	--	--	0.864	1.072	0.159	0.1077	0.513	0	0	0.295	0.787	*
succinate	2017-10-05_051.lcd	HPLC_HF5.PlateA	HF5.PlateA-D05	Unknown	-----	12.344	973	52	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.017	12.667	9523.054	15.751	63487.03	0.973	0.976	2.335	1.185	1.236	0.0362	0.0239	0.506	0.578	0.531	0.303	0.787	*
succinate	2017-10-05_052.lcd	HPLC_HF5.PlateA	HF5.PlateA-D06	Unknown	-----	12.35	33403	1610	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.667	12.625	8874.042	16.903	59160.283	--	--	2.268	0.866	1.294	1.0165	0.6976	0.524	0	0	0.301	0.787	*
succinate	2017-10-05_053.lcd	HPLC_HF5.PlateA	HF5.PlateA-D07	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
succinate	2017-10-05_054.lcd	HPLC_HF5.PlateA	HF5.PlateA-D08	Unknown	-----	12.358	12491	636	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.75	12.683	9791.127	15.32	65274.177	--	--	2.305	1.193	1.241	0.4221	0.2962	0.5	0	0	0.288	0.787	*
succinate	2017-10-05_055.lcd	HPLC_HF5.PlateA	HF5.PlateA-D09	Unknown	-----	12.361	10863	552	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.983	12.75	9234.045	16.244	61560.297	--	--	0.454	0.868	1.093	0.3435	0.2512	0.515	0	0.61	0.296	0.788	*
succinate	2017-10-05_056.lcd	HPLC_HF5.PlateA	HF5.PlateA-D10	Unknown	-----	12.357	6615	327	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.017	12.75	8681.134	17.279	57874.228	--	--	0.382	0.867	1.091	0.2235	0.1488	0.53	0	0	0.303	0.787	*
succinate	2017-10-05_057.lcd	HPLC_HF5.PlateA	HF5.PlateA-D11	Unknown	-----	12.356	3331	200	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.008	12.675	11709.791	12.81	78065.271	0.969	0.984	2.282	0.981	1.272	0.1325	0.0976	0.457	0.534	0.479	0.266	0.787	*
succinate	2017-10-05_058.lcd	HPLC_HF5.PlateA	HF5.PlateA-D12	Unknown	-----	12.374	13042	710	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.033	12.717	10358.688	14.481	69057.921	--	--	1.103	1.172	1.085	4.9904	4.8457	0.486	0	0.555	0.282	0.788	*
succinate	2017-10-05_059.lcd	Water	BLANK	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
succinate	2017-10-05_060.lcd	40 mM Mix	STD-0111	Unknown	-----	12.34	1043526	52515	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.658	12.683	9168.513	16.36	61123.419	--	--	3.452	0.931	1.604	5.3641	6.2669	0.516	0	0	0.298	0.787	*
succinate	2017-10-05_061.lcd	20 mM Mix	STD-0112	Unknown	-----	12.346	516843	26011	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.692	12.692	9195.135	16.313	61300.899	--	--	2.224	0.932	1.166	5.4174	6.2692	0.515	0	0	0.297	0.787	*
succinate	2017-10-05_062.lcd	10 mM Mix	STD-0113	Unknown	-----	12.352	259245	13071	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.725	12.692	9179.056	16.342	61193.704	--	--	1.996	0.935	1.166	5.4858	6.3026	0.516	0	0	0.298	0.787	*
succinate	2017-10-05_063.lcd	5 mM Mix	STD-0114	Unknown	-----	12.349	129984	6538	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.742	12.692	9167.288	16.363	61115.251	--	--	1.95	0.94	1.164	5.4269	6.2308	0.516	0	0	0.298	0.787	*
succinate	2017-10-05_064.lcd	2.5 mM Mix	STD-0115	Unknown	-----	12.348	64478	3266	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.775	12.692	9217.816	16.273	61452.109	--	--	1.876	0.75	1.19	5.3676	6.1999	0.514	0	0	0.297	0.787	*
succinate	2017-10-05_065.lcd	1 mM Mix	STD-0116	Unknown	-----	12.348	26627	1361	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.817	12.692	9288.601	16.149	61924.009	--	--	1.812	0.75	1.189	5.3844	6.0782	0.512	0	0	0.296	0.787	*
succinate	2017-10-05_066.lcd	0.5 mM Mix	STD-0117	Unknown	-----	12.347	12714	652	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.808	12.683	9321.802	16.091	62145.343	--	--	1.795	0.75	1.19	5.2327	5.9316	0.512	0	0	0.296	0.787	*
succinate	2017-10-05_067.lcd	0.25 mM Mix	STD-0118	Unknown	-----	12.352	6517	334	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.883	12.692	9305.13	16.12	62034.198	--	--	1.775	0.75	1.188	4.6443	5.3554	0.512	0	0	0.296	0.787	*
succinate	2017-10-05_068.lcd	0.1 mM Mix	STD-0119	Unknown	-----	12.346	2555	132	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.875	12.683	9472.294	15.836	63148.629	--	--	1.757	0.749	1.187	3.5827	4.2395	0.507	0	0	0.295	0.787	*
succinate	2017-10-05_069.lcd	HPLC_HF5.PlateA	HF5.PlateA-E01	Unknown	-----	12.365	25711	1384	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.967	12.742	10395.493	14.429	69303.285	--	--	--	1.169	1.065	11.0845	10.5813	0.485	0	0.553	0.28	0.788	*
succinate	2017-10-05_070.lcd	HPLC_HF5.PlateA	HF5.PlateA-E02	Unknown	-----	12.367	8022	423	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.992	12.767	10175.341	14.742	67835.603	--	--	--	1.173	1.061	0.4857	0.3078	0.49	0	0.573	0.284	0.788	*
succinate	2017-10-05_071.lcd	HPLC_HF5.PlateA	HF5.PlateA-E03	Unknown	-----	12.37	36616	1871	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.633	12.775	10337.676	14.51	68917.838	0.881	1.019	1.949	0.93	1.276	11.7946	10.5486	0.487	0.822	0.573	0.281	0.788	*
succinate	2017-10-05_072.lcd	HPLC_HF5.PlateA	HF5.PlateA-E04	Unknown	-----	12.363	2216	101	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.042	12.783	7733.175	19.397	51554.502	--	--	0.815	0.979	1.09	0.1435	0.0782	0.562	0	0	0.325	0.788	*
succinate	2017-10-05_073.lcd	HPLC_HF5.PlateA	HF5.PlateA-E05	Unknown	-----	12.365	6049	301	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.058	12.792	8903.558	16.847	59357.051	--	--	--	0.925	1.056	0.8414	1.1224	0.524	0	0	0.302	0.788	*
succinate	2017-10-05_074.lcd	HPLC_HF5.PlateA	HF5.PlateA-E06	Unknown	-----	12.372	4219	249	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.017	12.708	11528.799	13.011	76858.657	1	1.01	2.006	0.885	1.289	0.3473	0.3018	0.461	0.55	0.488	0.268	0.788	*
succinate	2017-10-05_075.lcd	HPLC_HF5.PlateA	HF5.PlateA-E07	Unknown	-----	12.372	2993	172	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.025	12.733	10983.354	13.657	73222.358	1.029	1.035	1.996	0.98	1.271	0.2051	0.1443	0.472	0.571	0.505	0.274	0.788	*
succinate	2017-10-05_076.lcd	HPLC_HF5.PlateA	HF5.PlateA-E08	Unknown	-----	12.358	57024	2818	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.683	12.667	8972.811	16.717	59818.738	--	--	1.968	0.984	1.264	2.0806	1.3234	0.522	0	0	0.301	0.787	*
succinate	2017-10-05_077.lcd	HPLC_HF5.PlateA	HF5.PlateA-E09	Unknown	-----	12.36	74895	3711	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.65	12.775	9224.481	16.261	61496.539	0.948	1.011	2.004	1.305	1.231	2.7962	1.7725	0.515	0.766	0.599	0.297	0.787	*
succinate	2017-10-05_078.lcd	HPLC_HF5.PlateA	HF5.PlateA-E10	Unknown	-----	12.361	73192	3714	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.642	12.725	9806.427	15.296	65376.181	--	--	1.892	0.931	1.277	22.1091	20.6146	0.499	0	0.599	0.288	0.788	*
succinate	2017-10-05_079.lcd	HPLC_HF5.PlateA	HF5.PlateA-E11	Unknown	-----	12.359	56583	2807	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.667	12.758	9333.16	16.072	62221.064	--	--	1.693	0.932	1.258	24.3015	22.1784	0.512	0	0.604	0.295	0.788	*
succinate	2017-10-05_080.lcd	HPLC_HF5.PlateA	HF5.PlateA-E12	Unknown	-----	12.359	37541	1941	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.842	12.7	9480.152	15.823	63201.012	--	--	2.491	1.564	1.21	1.2535	0.8939	0.508	0	0	0.294	0.789	*
succinate	2017-10-05_081.lcd	HPLC_HF5.PlateA	HF5.PlateA-F01	Unknown	-----	12.36	20393	1095	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.925	12.733	10039.492	14.941	66929.945	1.033	1.027	2.451	1.544	1.212	0.6454	0.4953	0.493	0.646	0.547	0.286	0.788	*
succinate	2017-10-05_082.lcd	HPLC_HF5.PlateA	HF5.PlateA-F02	Unknown	-----	12.358	2483	131	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	11.95	12.725	9087.746	16.506	60584.972	0.958	0.974	2.082	1.539	1.213	0.0939	0.0615	0.519	0.627	0.554	0.3	0.789	*
succinate	2017-10-05_083.lcd	HPLC_HF5.PlateA	HF5.PlateA-F03	Unknown	-----	12.355	24425	1286	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	TV 	11.95	12.708	9834.749	15.252	65564.991	--	--	--	1.182	1.066	0.918	0.6094	0.498	0	0.571	0.288	0.788	*
succinate	2017-10-05_084.lcd	HPLC_HF5.PlateA	HF5.PlateA-F04	Unknown	-----	12.358	4897	296	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.05	12.683	11591.473	12.941	77276.485	1.011	1.018	1.423	0.867	1.103	0.1582	0.1316	0.459	0.523	0.472	0.267	0.788	*
succinate	2017-10-05_085.lcd	HPLC_HF5.PlateA	HF5.PlateA-F05	Unknown	-----	12.353	23308	1192	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.908	12.65	9258.623	16.201	61724.154	--	--	--	0.867	1.086	0.8046	0.5412	0.514	0	0	0.296	0.787	*
succinate	2017-10-05_086.lcd	HPLC_HF5.PlateA	HF5.PlateA-F06	Unknown	-----	12.355	9326	494	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.008	12.642	9729.344	15.417	64862.293	--	--	--	1.584	1.049	0.2948	0.2183	0.501	0	0	0.289	0.788	*
succinate	2017-10-05_087.lcd	HPLC_HF5.PlateA	HF5.PlateA-F07	Unknown	-----	12.356	3601	225	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.05	12.65	12600.192	11.905	84001.281	0.972	0.983	2.266	1.213	1.236	0.1176	0.104	0.44	0.497	0.451	0.259	0.787	*
succinate	2017-10-05_088.lcd	HPLC_HF5.PlateA	HF5.PlateA-F08	Unknown	-----	12.361	2925	166	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.025	12.7	10733.579	13.975	71557.196	1.097	1.062	1.493	0.982	1.104	0.1163	0.0794	0.477	0.602	0.507	0.277	0.788	*
succinate	2017-10-05_089.lcd	HPLC_HF5.PlateA	HF5.PlateA-F09	Unknown	-----	12.357	6927	382	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.033	12.65	10568.707	14.193	70458.044	--	--	--	0.868	1.061	0.2162	0.1715	0.481	0	0	0.279	0.788	*
