"COMP_ID","PATHWAY.SORTORDER","BIOCHEMICAL","SUPERPATHWAY","SUBPATHWAY","PLATFORM","CHEMICAL_ID","RI","MASS","PUBCHEM","CAS","KEGG","HMDB","dir","dir_noFMT","dir_hFMT","dir_healthy"
48691,4774,"""2,8-quinolinediol sulfate""","Xenobiotics","Food Component/Plant","LC/MS Neg",100004321,2612,239.9972,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
48696,4626,"maltol sulfate","Xenobiotics","Food Component/Plant","LC/MS Neg",100006106,1503,204.9812,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
48727,5125,"daidzein sulfate (1)","Xenobiotics","Food Component/Plant","LC/MS Neg",100006362,2843,333.0074,"12114465","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
48728,5117,"daidzein sulfate (2)","Xenobiotics","Food Component/Plant","LC/MS Neg",100006363,3330,333.0076,"12114465","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
48733,228,"vanillic alcohol sulfate","Amino Acid","Tyrosine Metabolism","LC/MS Neg",100006125,1808,233.0125,"","754920-02-0","","HMDB0041788","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
48757,270,"N-acetylkynurenine (2)","Amino Acid","Tryptophan Metabolism","LC/MS Neg",100006378,2378,249.0881,"73817779","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
48761,6223,"""1,2,3-benzenetriol sulfate (1)""","Xenobiotics","Chemical","LC/MS Neg",100006373,1453,204.9812,"","","","","Down in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
48762,6215,"""1,2,3-benzenetriol sulfate (2)""","Xenobiotics","Chemical","LC/MS Neg",100006374,1709,204.9812,"54110629;92013662","","","""HMDB0060018,HMDB0060016""","Down in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
48857,2847,"glycerophosphoglycerol","Lipid","Glycerolipid Metabolism","LC/MS Pos Early",100001619,520,247.0577,"54575349","","C03274","HMDB0240316","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
48885,1277,"arabitol/xylitol","Carbohydrate","Pentose Metabolism","LC/MS Polar",100006430,1932.4,151.0612,"6912;94154","","""C00542,C01904,C00379""","""HMDB0002917,HMDB0001851,HMDB0000568""","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
48886,NA,"X - 23190","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
48934,NA,"X - 23238","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
48973,NA,"X - 23277","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
48974,NA,"X - 23278","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
48985,NA,"X - 23287","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
48990,1239,"pyruvate","Carbohydrate","""Glycolysis, Gluconeogenesis, and Pyruvate Metabolism""","LC/MS Polar",823,1083,87.0088,"1060","127-17-3","C00022","HMDB0000243","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49004,NA,"X - 23304","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49023,NA,"X - 23323","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49028,NA,"X - 23328","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49037,NA,"X - 23337","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49038,NA,"X - 23338","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49298,NA,"X - 23438","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
49307,NA,"X - 23447","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
49313,NA,"X - 23453","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
49316,NA,"X - 23456","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
49327,NA,"X - 23467","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
49329,NA,"X - 23469","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49330,NA,"X - 23470","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
49335,NA,"X - 23475","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
49342,NA,"X - 23482","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49433,NA,"X - 23557","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
49463,NA,"X - 23587","","","LC/MS Pos Early",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
49480,NA,"X - 23604","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49539,NA,"X - 23662","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
49617,2649,"1-lignoceroyl-GPC (24:0)","Lipid","Lysophospholipid","LC/MS Pos Late",100002873,1907,608.465,"24779481","325171-59-3","","HMDB0010405","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49630,NA,"X - 23732","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49635,NA,"X - 23737","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49637,NA,"X - 23739","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49646,NA,"X - 23748","","","LC/MS Pos Early",NA,NA,NA,"","","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49650,NA,"X - 23752","","","LC/MS Pos Late",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
49651,NA,"X - 23753","","","LC/MS Pos Late",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
49665,NA,"X - 23767","","","LC/MS Pos Late",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
49681,NA,"X - 23782","","","LC/MS Pos Late",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
49819,NA,"X - 23911","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
49834,NA,"X - 23925","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
49851,NA,"X - 23942","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Up in mFMT","Up in mFMT"
52234,3058,"glycosyl-N-stearoyl-sphingosine (d18:1/18:0)","Lipid","Hexosylceramides (HCER)","LC/MS Pos Late",100001882,3053,728.6035,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52246,NA,"X - 24210","","","LC/MS Pos Late",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52281,582,"2-hydroxybutyrate/2-hydroxyisobutyrate","Amino Acid","Glutathione Metabolism","LC/MS Polar",100008928,1258,103.0401,"4277439;440864","","""C21297,C05984""","""HMDB0000729,HMDB00008""","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52282,1460,"2-methylcitrate/homocitrate","Energy","TCA Cycle","LC/MS Neg",100008929,575,205.0354,"515;439459","","C01251","""HMDB0003518,HMDB0000379""","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
52285,1533,"oleate/vaccenate (18:1)","Lipid","Long Chain Monounsaturated Fatty Acid","LC/MS Neg",100008930,5655,281.2486,"637517;445639;5281127;5282761","","""C01712,C08367,C00712,C21944""","""HMDB0000207,HMDB0000573,HMDB0003231,HMDB0240219""","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
52286,NA,"X - 24243","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52289,NA,"X - 24246","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52294,1663,"2-hydroxyglutarate","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Polar",100002070,3352.8,147.0299,"43","40951-21-1","C02630","HMDB0059655","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52307,2242,"glycerophosphoinositol*","Lipid","Phospholipid Metabolism","LC/MS Pos Early",100001621,516,335.0738,"167572","16824-65-0","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52353,750,"cyclo(his-pro)","Peptide","Dipeptide","LC/MS Neg",100002745,1985,233.1044,"65137;449094","53109-32-3","","HMDB0002053","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
52431,2852,"1-palmitoleoylglycerol (16:1)*","Lipid","Monoacylglycerol","LC/MS Neg",100008952,6094,253.2173,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
52432,2869,"2-palmitoleoylglycerol (16:1)*","Lipid","Monoacylglycerol","LC/MS Neg",100008953,6016,253.2173,"53480960","","","HMDB0011534","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
52433,3115,"""sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*""","Lipid","Sphingomyelins","LC/MS Pos Late",100006314,2082,689.5592,"","121999-58-4","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52434,3099,"palmitoyl dihydrosphingomyelin (d18:0/16:0)*","Lipid","Dihydrosphingomyelins","LC/MS Pos Late",100008954,2290,705.5905,"9939965","","","HMDB0010168","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52436,3107,"tricosanoyl sphingomyelin (d18:1/23:0)*","Lipid","Sphingomyelins","LC/MS Pos Late",100008955,3350,801.6844,"","","","HMDB0012105","Down in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
52437,3130,"""sphingomyelin (d18:2/24:1, d18:1/24:2)*""","Lipid","Sphingomyelins","LC/MS Pos Late",100008957,2750,811.6687,"85336023","","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52438,2322,"1-stearoyl-2-oleoyl-GPC (18:0/18:1)","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100008904,2644,788.6164,"24778825","56421-10-4","","HMDB0008038","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52446,2429,"1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","Lipid","Phosphatidylethanolamine (PE)","LC/MS Pos Late",100008976,2575,744.5538,"9546749","","","HMDB0008994","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52447,2438,"1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)","Lipid","Phosphatidylethanolamine (PE)","LC/MS Pos Late",100008977,2475,768.5538,"5289133","","C05210","HMDB0009003","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52448,2519,"1-palmitoyl-2-oleoyl-GPG (16:0/18:1)","Lipid","Phosphatidylglycerol (PG)","LC/MS Pos Late",100000641,3206,766.5593,"70789105","","","","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
52449,2556,"1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)","Lipid","Phosphatidylinositol (PI)","LC/MS Pos Late",100000616,3000,904.591,"","383907-33-3","","HMDB0009815","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
52452,2325,"1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100008980,2450,786.6007,"6441487","","","HMDB0008039","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52453,2348,"1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100008981,2250,784.5851,"24778939","","","HMDB0008105","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52461,2283,"1-palmitoyl-2-oleoyl-GPC (16:0/18:1)","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",1539,2450,760.5851,"6436017","26853-31-6;26853-31-6","C13875","HMDB0007972","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52462,2297,"1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100008914,2200,782.5694,"10747814","35418-58-7","C05208","HMDB0007982","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52464,2416,"1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*","Lipid","Phosphatidylethanolamine (PE)","LC/MS Pos Late",100008990,2250,740.5225,"9546800","","C05210","HMDB0005323","Down in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
52465,2418,"1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*","Lipid","Phosphatidylethanolamine (PE)","LC/MS Pos Late",100008991,2160,764.5225,"9546799","","","HMDB0008946","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52466,2442,"1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*","Lipid","Phosphatidylethanolamine (PE)","LC/MS Pos Late",100008992,2375,792.5538,"9546798","","","HMDB0009012","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52468,2543,"1-stearoyl-2-linoleoyl-GPI (18:0/18:2)","Lipid","Phosphatidylinositol (PI)","LC/MS Pos Late",100008994,3185,880.591,"","","","HMDB0009809","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
52470,2279,"1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100008984,2200,732.5538,"6443788","","","HMDB0007969","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52473,4379,"gamma-tocopherol/beta-tocopherol","Cofactors and Vitamins","Tocopherol Metabolism","LC/MS Pos Late",100008998,2384,416.3643,"","","""C14152,C02483""","""HMDB0006335,HMDB0001492""","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
52475,2818,"1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*","Lipid","Plasmalogen","LC/MS Pos Late",100008999,2550,752.5589,"9547058","","","HMDB0005779","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52477,2800,"1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*","Lipid","Plasmalogen","LC/MS Pos Late",100009005,2750,702.5432,"52925128","","","HMDB0011342","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52478,2806,"1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*","Lipid","Plasmalogen","LC/MS Pos Late",100009007,2550,744.5902,"34779384","","","HMDB0007996","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52555,NA,"X - 24359","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
52602,4233,"2'-deoxyuridine","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","LC/MS Neg",536,1586,227.0673,"13712","951-78-0","C00526","HMDB0000012","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
52603,2359,"""1,2-dilinoleoyl-GPC (18:2/18:2)""","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100008903,2100,782.5694,"5288075","998-06-1","","HMDB0008138","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52604,3009,"N-palmitoyl-sphinganine (d18:0/16:0)","Lipid","Dihydroceramides","LC/MS Pos Late",100009028,3090,540.535,"5283572","5966-29-0","","HMDB11760","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52608,2182,"linoleoyl ethanolamide","Lipid","Endocannabinoid","LC/MS Pos Late",100006726,1561,324.2897,"5283446","68171-52-8","","HMDB0012252","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
52610,2303,"1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100008915,2055,806.5694,"6441886","59403-54-2","","HMDB0007991","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52611,2339,"1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100008916,2300,834.6013,"24778876","59403-52-0","","HMDB0008057","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52615,3118,"""sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)""","Lipid","Sphingomyelins","LC/MS Pos Late",100008920,2350,717.5905,"46891763","121999-64-2","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52616,2281,"1-palmitoyl-2-stearoyl-GPC (16:0/18:0)","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100008921,2750,762.6007,"24778686","59403-51-9","C03889","HMDB0007970","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52625,2515,"""1,2-dipalmitoyl-GPG (16:0/16:0)""","Lipid","Phosphatidylglycerol (PG)","LC/MS Pos Late",100000652,3157,740.5436,"11846227","200880-41-7","","HMDB0010570","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
52633,2906,"palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*","Lipid","Diacylglycerol","LC/MS Pos Late",100009052,3080,610.5405,"9543695","","","HMDB0007103","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
52634,2907,"palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*","Lipid","Diacylglycerol","LC/MS Pos Late",100009055,3197,610.5405,"131801744","","","HMDB0007103","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52637,NA,"X - 24408","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52655,NA,"X - 24425","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52669,2534,"1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*","Lipid","Phosphatidylinositol (PI)","LC/MS Pos Late",100009066,3140,854.5753,"71296232","","","HMDB0009783","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
52673,2804,"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*","Lipid","Plasmalogen","LC/MS Pos Late",100009002,2300,724.5276,"52925126","","","HMDB0011352","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52687,2444,"1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*","Lipid","Phosphatidylethanolamine (PE)","LC/MS Pos Late",100009078,2270,742.5381,"9546753","","","HMDB0005349","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52689,2813,"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*","Lipid","Plasmalogen","LC/MS Pos Late",100009014,2200,766.5745,"","","","HMDB0011220","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52690,2587,"1-linoleoyl-GPA (18:2)*","Lipid","Lysophospholipid","LC/MS Neg",100009082,5483,433.2361,"","","","HMDB0007856","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
52697,2358,"1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100009130,2100,832.5851,"24778955","","","HMDB0008123","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52710,2365,"1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100009131,2000,806.5694,"24778979","","C05208","HMDB0008147","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52791,NA,"X - 24474","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52839,NA,"X - 24518","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52907,NA,"X - 24586","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52938,1989,"3-hydroxystearate","Lipid","""Fatty Acid, Monohydroxy""","LC/MS Neg",100008933,5674,299.2592,"5282907","45261-96-9","","HMDB10737","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
52944,1943,"palmitoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)","LC/MS Pos Late",100009233,1482,342.3367,"151731","","","HMDB0240592","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
52967,3476,"glycocholate sulfate","Lipid","Primary Bile Acid Metabolism","LC/MS Neg",100006639,4560,271.6257,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
52973,3469,"cholate sulfate","Lipid","Primary Bile Acid Metabolism","LC/MS Neg",100006637,4557,243.1149,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52976,3540,"taurochenodeoxycholic acid (7 or 27)-sulfate","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",100006643,4928,288.6195,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
52984,1920,"(S)-3-hydroxybutyrylcarnitine","Lipid","""Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)""","LC/MS Pos Early",100009271,2340,248.1493,"71464477","","","HMDB0013127","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
52987,554,"""N1,N12-diacetylspermine""","Amino Acid","Polyamine Metabolism","LC/MS Pos Early",100002132,3105,287.2442,"132680","61345-83-3","C03413","HMDB0002172","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
