description	pathway	GF2_hFMT2A_S44	GF2_mjMb2B_input_S53	GF2_myFMT1_S56	GF3_AMS001_inoc1_S36	HF10_hFMT1_S68	HF9_hFMT2_S42	Healthy_cecalSeekatz26_S2	c21_1835_3_S30	c21_1836_2_S31	c21_1836_3_S110	c21_1837_1_S114	c21_1837_2_S143	c21_1837_3_S138	c21_1839_1_S139	c21_1839_2_S115	c21_1841_1_S137	c21_1901_3_S29	c21_1907_1_S69	cecal_1191_2_S134	cecal_1275_1_S135	cecal_1275_2_S136	cecal_19_1210_1_S77	cecal_19_1210_3_S80	cecal_19_1212_3_S84	cecal_d21_1199_2_S99	cecal_d21_1199_3_S100	cecal_d21_1200_1_S90	cecal_d21_1200_3_S94	cecal_d21_1200_4_S133	cecal_d21_1203_1_S89	cecal_d21_1203_4_S103	cecal_d21_1205_2_S88	cecal_d21_1205_4_S93	cecal_d21_1207_2_S97	cecal_d21_1207_3_S95	cecal_d21_1207_4_S102	cecal_d21_1209_3_S96	cecal_d25_2935_S59	cecal_d25_3739_S45	cecal_d25_5925_S43	cecal_d25_5942_S46	cecal_d28_429_S66	cecal_d28_448_S65	cecal_d28_5505_S67	cecal_d28_5520_S64	cecal_d42_1216_1_S92	cecal_d42_1216_2_S87	cecal_d42_1217_2_S91	cecal_d42_1223_5_S101	cecal_d42_1225_1_S98	cecal_d42_1225_2_S132	cecal_d46_2933_S48	cecal_d46_2949_S47	cecal_d46_2956_S58	cecal_d46_2966_S38	cecal_d46_3755_S49	cecal_d46_3765_S39	cecal_d46_3827_S57	cecal_d46_3_C18_C23836_S51	cecal_d46_4837_S52	cecal_d46_4914_S54	cecal_d46_5957_S50	cecal_d46_5964_S55	d0_1840_2_S112	d11_1203_1_S72	d11_1205_2_S75	d11_1840_1_S21	d11_1840_2_S24	d11_1840_3_S27	d11_1901Seekatz24_S1	d18_1835_1_S25	d18_1835_3_S22	d18_1836_2_S111	d18_1836_3_S105	d18_1836_4_S116	d18_1837_1_S142	d18_1837_2_S113	d18_1839_1_S108	d18_1839_2_S34	d18_1839_3_S109	d18_1840Seekatz18_S3	d18_1901_3_S26	d18_1907_1_S71	d19_1199_2_S79	d19_1199_3_S81	d19_1200_1_S83	d19_1200_2_S78	d19_1203Seekatz34_S6	d19_1203_1_S35	d19_1203_3_S32	d19_1205_2_S82	d19_1207_1_S85	d19_1207_4_S33	d21_2935_S37	d21_3739_S36	d21_429_S63	d21_448_S62	d21_5220_S61	d21_5505_S60	d21_5925_S40	d21_5942_S41	d4_1203_2_S131	d4_1205_2_S73	d4_1840_1_S140	d4_1840_2_S141	dGF2_hFMT1B_S117	dn7_1203_1_S74	dn7_1205_1_S76	dn7_1835_1_S23	dn7_1840_2_S106	dn7_1840_3_S107	healthy_cecal_1913_1_S28	healthy_cecal_1913_2_S70	humanDonor_exp2_S86	mouseFMT_exp1_S130
PWY-6703	preQ0 biosynthesis	256.649	157.535	227.426	179.519	211.471	193.009	159.802	324.225	316.064	386.515	495.319	507.932	507.379	428.22	417.904	317.003	184.734	423.849	442.576	317.046	315.826	534.487	504.037	555.906	369.379	309.503	405.698	351.889	355.248	427.869	563.912	238.594	232.066	381.61	402.112	454.067	369.822	259.623	389.718	317.994	315.686	335.128	340.703	352.097	356.28	304.067	339.317	350.941	450.118	479.32	508.268	305.043	425.51	210.384	464.037	306.06	390.866	267.744	312.16	294.876	273.387	238.696	317.803	0	248.242	427.307	272.072	264.022	306.841	0	290.631	295.077	327.996	378.428	336.215	358.139	375.11	318.562	295.552	393.895	127.295	239.255	286.777	428.21	359.347	430.471	452.931	375.938	356.233	281.766	440.464	380.361	453.603	346.282	387.837	430.491	347.699	369.933	292.504	283.554	306.866	197.669	742.582	376.411	321.15	252.868	110.907	243.696	192.708	137.92	165.276	146.311	146.843	332.008	270.365
PWY-6708	ubiquinol-8 biosynthesis (early decarboxylation)	0	0	0	0	0	0	0	0.161142	0.645221	0	0	0	0	0	0	2.91852	0	2.31419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804415	0	1.69344	0.696998	1.82259	0	0	0	0	0	0	0	4.15262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49767	0	0	0	0
PWY-6731	starch degradation III	281.191	105.95	37.4376	281.673	309.914	302.033	45.2208	181.241	141.779	205.099	79.2316	94.7754	101.237	309.856	231.507	175.793	93.3437	235.417	65.8256	11.7862	71.4291	80.9641	126.829	101.321	161.257	164.001	154.777	142.279	137.204	61.7398	48.1907	66.5853	59.9516	67.9726	34.742	68.2879	0	270.519	119.172	191.622	188.381	212.894	118.064	211.728	127.2	224.052	253.059	245.348	145.155	133.449	194.234	65.0173	8.5227	143.476	352.803	0	89.598	68.9314	85.2827	224.084	238.191	195.06	191.562	0	189.796	136.783	144.436	135.777	154.028	0	142.947	178.805	226.124	181.813	175.689	66.6883	84.0562	296.196	284.408	295.782	59.8374	93.2234	246.582	182.543	174.08	155.797	174.637	97.7024	144.395	132.947	18.8862	59.8757	33.3879	196.593	145.603	210.719	165.11	118.084	234.051	228.379	238.779	135.695	0	114.372	146.823	271.245	35.0705	32.2624	67.2613	52.8496	69.8893	19.8736	87.7678	88.4346	44.6369
PWY-6749	CMP-legionaminate biosynthesis I	0.62446	57.9097	30.2601	0	0.430288	1.59528	17.3552	64.3362	34.6671	29.7749	0	0	0	0	10.1333	69.3643	20.5652	76.5312	7.43922	0	12.7781	209.213	229.14	173.084	35.4067	50.0154	70.6212	93.7176	19.427	0	0	7.69066	9.53027	0	0	7.42003	1.80608	215.745	95.5424	73.8284	64.0374	87.2668	0	81.4018	4.42408	0	0	0	83.2881	55.92	123.413	189.255	127.94	0	105.837	0	120.506	173.609	172.427	143.593	110.865	102.478	28.2154	0	0	0	0	0	0	0	33.5846	49.0246	59.379	45.8086	44.5278	0	0	1.09338	0.255975	0	10.8429	22.6916	126.043	62.6843	19.7745	71.4951	88.0561	0	0	0	2.35322	0	0	101.189	122.967	2.04492	8.03477	4.06824	62.1969	74.8633	62.4189	2.64491	0	0	0	0	3.2155	17.1792	22.5039	25.977	26.0154	7.72624	28.1268	0	8.97809
PWY-6803	phosphatidylcholine acyl editing	0.383247	0.81308	0	1.98169	0.298108	0.299225	0	1.99288	15.1221	11.1381	1.21451	0	0	0	0.408847	26.0539	3.30687	22.4146	0	0	3.86799	89.1912	102.704	119.105	0.571026	50.8205	1.41404	0	0	126.284	141.339	1.63369	0.455955	84.0396	63.2685	133.242	0	4.99141	0	0	1.16374	1.87188	3.24255	2.69503	0	193.653	241.778	262.499	21.9988	0.798016	0.706603	0	0	113.099	5.11306	0	2.52172	0	0	11.1263	3.8393	0	0.793829	0	213.818	139.096	153.785	148.354	161.261	0	7.92346	7.00912	21.1052	11.0944	30.4111	0	1.00935	2.58965	0.756711	0.389266	0	2.131	34.7858	2.02574	87.7191	1.61808	4.33454	186.286	235.113	208.311	5.01402	131.905	71.448	0	0.312304	0	0	0	8.5856	0	0	142.169	0	223.033	250.325	0	0.531219	1.57628	1.08811	0.600838	16.7384	0	0	100.84	0
PWY-6807	xyloglucan degradation II (exoglucanase)	0.449036	0	0	0	0.649793	0	0	0	0	0	174.239	184.521	175.521	350.278	270.043	0	0	1.34881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.63	199.774	0	0	2.01165	164.893	1.50536	225.286	0	0	0	0	0	0	0	0	0	282.119	0	244.018	310.681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.896	142.47	313.096	282.117	330.295	0	1.26059	0	0	0	0	0	0	0	0	0	0	0	264.714	316.801	290.414	241.276	182.796	0.996356	0	0	0	0	0	0	0	0	0	0	0	3.42451	0	0	0	0
PWY-6823	molybdopterin biosynthesis	478.836	72.7313	39.2551	423.494	385.845	379.974	17.5207	51.3943	67.6667	70.9644	46.1751	22.5451	18.9295	63.5656	40.5728	57.4767	74.0027	26.498	21.7233	20.2481	30.9046	18.7207	23.7262	22.9887	28.3061	46.6551	19.3176	19.1201	34.68	57.3528	25.9926	46.5015	41.1601	54.1758	31.215	40.0957	13.4748	89.8532	45.5997	89.5879	89.1567	98.164	68.1846	71.4279	67.4189	110.993	117.584	105.605	31.1591	9.01049	13.6409	23.743	33.2639	40.4442	44.9985	46.2378	65.2128	37.6253	40.7653	106.418	132.308	129.59	95.7356	0	80.953	52.6427	66.9972	60.2387	67.1246	0	91.4589	73.7074	86.5437	57.6706	95.9837	54.1816	38.1291	116.692	131.814	62.0736	68.7892	107.627	89.1437	42.127	58.333	17.1405	13.3704	42.5588	65.9426	82.7546	3.86768	27.4889	34.0393	77.72	40.436	41.1015	63.7489	53.486	111.294	124.97	104.211	62.4823	5.47788	40.9747	48.2983	471.077	30.3405	29.5448	29.2165	22.6428	62.1348	34.4663	27.6002	60.5086	26.2366
PWY-6834	spermidine biosynthesis III	0	0	3.23629	0	0	0	7.56845	0	0	0	0	0	0	0	0	0	5.41454	0	0	0	0	0	0	0	0	0	0.504764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09085	8.03203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2218	3.77449	5.51413	0	0	0	0
PWY-6859	all-trans-farnesol biosynthesis	6.44978	0	27.8152	17.8065	7.48696	24.0031	3.82156	100.437	90.209	104.184	175.011	178.698	179.687	1.3967	0.932256	108.478	4.11069	77.5501	0	0.89626	0.145747	10.436	14.1516	13.3736	75.8451	76.0413	64.9376	68.9177	80.3669	13.0837	14.7012	2.08576	0	10.3437	7.22313	10.2917	2.71359	83.3399	179.212	63.6698	45.2497	55.1557	0.696848	65.4321	0	48.1504	58.6768	73.4648	120.02	16.1877	27.559	0	0	34.4807	1.77363	3.77322	204.125	3.1816	0	2.08468	1.03212	9.43409	26.9554	0	62.9577	39.6544	47.1652	47.5877	49.7967	0	130.626	112.441	104.196	95.2981	92.14	203.025	166.217	2.31463	2.06949	7.84177	0.487167	3.16283	32.0318	33.9036	46.2818	54.3459	79.5938	26.3407	45.8863	38.6239	0	14.4354	12.1111	102.388	83.8127	0	0	0	72.5816	31.7163	33.3534	39.2225	0.537185	28.0068	38.4015	6.75985	10.1189	5.02116	1.31729	1.27088	10.8182	1.24984	3.45662	16.2808	4.69696
PWY-6863	pyruvate fermentation to hexanol (engineered)	0	0	0	0	0	0	0	0.807151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10128	0	0	0	0	0	0	1.48229	0	0	0	0	0	0	0	0	1.9317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6876	isopropanol biosynthesis (engineered)	0	0	0	0	0	0	0	23.5275	7.93303	10.0922	1.80082	1.97879	11.8773	0.720755	5.93498	7.85938	1.30798	2.47378	2.63372	0	0.613747	20.1824	0	7.21971	6.5039	5.65935	3.60394	2.53475	2.58407	0	0	2.63452	1.90311	0	0	0	0.876604	0.92825	12.7293	7.12974	8.69946	8.69902	18.3218	8.51158	0	0	0	0	11.6213	6.04772	7.82235	5.20148	1.732	0	12.1605	6.00691	15.0962	3.48861	1.04249	15.2931	11.9686	10.0478	12.3963	0	0	0	0	0	0	0	17.6832	21.056	15.5035	10.776	9.35538	2.43453	2.62678	1.81262	2.3232	1.54514	3.4273	1.83986	16.5462	7.76626	6.84331	1.80626	0	0	0	0	0	0	0	4.08155	3.90187	8.16244	1.20497	11.9761	8.96972	7.56826	14.9515	0	0	0	0	0	0	0	2.15951	0.954338	0.521168	1.93826	0.971082	0	0.649452
PWY-6883	pyruvate fermentation to butanol II (engineered)	0	0	0	0	0	0	0	0.638282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.752094	0	0	0	0	0	0	1.29412	0	0	0	0	0	0	0	0	1.86465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6891	thiazole component of thiamine diphosphate biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6895	thiamine diphosphate biosynthesis II	28.6762	22.4615	4.94698	82.3118	35.77	94.3513	7.15445	19.3659	77.1519	27.9795	0	0	0	0	0	106.715	31.3738	61.5012	16.005	0	18.1075	168.317	225.159	213.912	7.3985	114.251	5.15838	0	16.1747	254.535	166.71	10.6975	6.2586	203.379	142.884	169.29	0	19.5099	3.94221	0	0	10.74	2.42729	30.9103	8.84735	309.141	368.042	397.656	75.6188	0	0	23.2896	0	195.582	20.5617	0	12.8172	0	27.3511	38.5487	20.7998	0	0	0	291.144	280.309	246.824	243.648	275.518	0	66.2796	25.9705	58.2397	25.1538	66.8928	0	13.8805	61.7517	68.1687	67.2337	16.2417	21.0432	99.4929	10.2566	174.896	0	8.80399	195.951	260.549	265.982	20.9505	152.304	142.819	59.5037	7.39588	2.35748	0	5.3386	43.23	2.06927	0	225.853	6.18717	209.478	230.5	25.1959	0	6.47165	16.8232	0	103.668	0	19.7061	198.897	18.7732
PWY-6897	thiamine diphosphate salvage II	258.86	82.4541	92.1468	306.25	290.346	301.586	40.1675	215.993	241.996	235.345	320.517	324.109	341.235	412.564	405.478	227.691	87.942	277.573	58.3587	62.6996	90.5143	257.788	234.915	273.673	175.271	239.946	194.529	125.655	173.872	207.85	111.806	57.0346	67.5287	189.54	114.572	122.042	19.455	247.093	248.15	203.094	193.183	227.746	342.094	213.798	357.22	250.074	305.755	327.077	220.512	188.513	204	113.338	142.988	159.779	379.759	62.437	280.206	251.173	140.316	211.42	245.607	215.226	226.605	0	239.928	208.953	195.76	192.083	220.128	0	206.927	224.956	258.28	202.874	260.184	248.825	290.916	335.408	310.602	392.639	82.7601	136.011	275.692	256.733	231.141	178.353	166.335	139.446	192.824	209.38	15.3872	102.347	100.231	280.014	295.903	393.854	335.288	349.971	237.722	207.881	244.14	177.223	20.3589	148.649	168.676	253.334	30.0576	34.9269	82.2572	45.1372	95.095	80.181	79.3926	150.86	43.4673
PWY-6901	glucose and xylose degradation	148.489	53.8361	195.005	245.753	296.982	250.156	71.3101	244.619	269.043	291.284	270.244	242.821	245.552	328.921	230.368	279.665	89.192	219.207	167.972	33.8504	24.2681	294.661	305.777	268.8	240.704	237.702	206.329	174	254.692	246.093	176.225	75.0357	73.5794	229.251	138.688	226.029	53.4826	347.326	319.767	307.758	297.712	324.35	320.009	310.508	305.574	280.497	308.367	334.949	223.769	131.791	178.133	213.557	148.669	285.264	284.277	83.8632	374.039	328.772	160.546	318.435	341.581	274.31	305.638	1.36156	327.396	223.1	317.866	305.04	318.076	0	294.479	273.136	305.536	264.558	294.601	342.316	343.178	337.69	334.507	326.527	65.9678	144.186	291.579	287.467	287.359	183.565	163.869	244.443	291.623	295.286	78.4361	163.877	172.487	391.741	332.886	302.864	323.557	307.25	325.878	331.487	303.256	288.897	73.8189	246.133	275.695	136.859	122.91	128.482	77.5797	96.8818	142.882	68.4023	147.253	223.874	100.851
PWY-6902	chitin degradation II (Vibrio)	113.533	25.6799	0	108.255	98.5985	108.073	13.1995	192.64	139.947	183.025	249.708	337.82	288.3	181.849	122.161	197.927	6.20192	311.346	0	0	0	421.242	370.565	349.958	228.326	219.774	323.623	321.509	237.406	0.260181	0	0	0.413562	0	0.360035	0.41838	0	319.234	380.627	228.176	199.561	227.927	63.3631	241.374	47.5332	0	0.128294	0	328.645	395.985	404.401	307.658	228.397	0	532.468	0	328.887	359.51	147.243	299.217	250.359	194.544	210.003	0	0	0	0	0	0.599766	0	154.061	200.501	195.084	194.425	186.118	246.186	236.604	202.865	167.877	181.773	0	34.4417	287.485	221.988	194.065	347.153	387.313	0	0	0.419246	0	0	0	326.638	333.873	115.904	80.0686	65.8832	192.055	190.485	221.105	0	0.600016	0	0	101.665	0	0.31575	0.38732	0	12.7545	10.4764	10.1009	5.00383	0
PWY-6906	chitin derivatives degradation	4.91385	43.7057	13.5251	26.5753	23.4191	37.2474	15.6372	88.9342	56.8474	103.777	3.04596	8.56066	11.5155	9.14749	0	89.5473	12.3815	174.764	0	0	39.0452	0	0	0	21.3326	22.6074	17.8867	21.7221	40.5299	0	0	20.3823	2.65885	15.7229	0	7.16516	0	81.8322	36.5462	33.7508	54.9867	24.2067	14.2412	19.5278	0	32.4953	0	0	0	0	0	0	0	0	20.6637	0	10.1707	3.78768	32.4018	0	0	48.0559	18.153	0	0	0	0.791124	0	0	0	82.6711	122.485	130.545	89.2742	147.429	7.49323	8.25881	8.62503	12.4013	6.95473	6.72686	3.27502	221.631	12.4612	13.7661	5.58701	0	0	0	0.711373	40.3394	0	0	52.8214	50.3732	16.6424	17.0434	11.4851	100.951	45.3786	150.628	54.6092	0	0	0	0	4.05538	5.50647	12.360900000000001	12.5902	34.1908	0	16.8037	8.05782	0
PWY-6920	6-gingerol analog biosynthesis (engineered)	0	0	0	1.03017	0	1.10318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03165	0.410425	0	0	0	5.47991	0	0.852233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.72822	4.23808	5.14303	0.524126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6922	L-N&delta;-acetylornithine biosynthesis	0	0	0	6.98856	2.34817	11.3206	0	0.185811	0.453402	0.827578	0	0	0	0	0	2.17009	0	0.628869	0	0	0	0.870651	1.01862	3.03183	0	0.522933	0	0	0	0	0.846842	0	0	0	0	0	0	1.01771	0	2.65101	4.1162	0.146146	0	0	0	0	0	0	0.432515	0	0	0	0	0	6.49469	0	0	8.73852	0	3.87636	6.89092	3.45504	6.06614	0	0	0	0	0	0.565202	0	0.466492	0.418477	0.554786	1.22238	1.72457	0	0	0	0.162189	0	0	0	3.58724	0	0.83278	0	0	0	1.11822	0	0	0	1.23799	0	2.27851	0	0	0	0.30725	4.62316	4.72934	0	0	0	0	0	0	0	0	0	1.13916	0	0	1.96686	0
PWY-6936	seleno-amino acid biosynthesis	495.446	1.70879	132.611	371.731	415.049	391.739	1.62025	43.4424	91.8964	104.817	49.8757	48.2987	27.508	63.7712	9.62	54.483	16.8647	49.9404	3.3068	8.92022	5.77354	93.4963	150.383	64.4642	71.6399	100.318	54.6739	28.0287	60.2984	80.7991	63.6138	7.29928	3.04187	57.7197	43.1466	77.6582	13.9977	142.03	50.691	35.647	31.5239	48.9844	122.582	53.2482	58.0158	264.523	320.379	370.4	28.5599	17.5828	29.0398	12.0302	22.4182	231.414	33.547	3.95539	60.1546	84.0877	8.64826	26.9996	26.8187	40.1243	22.2598	0.629122	343.14	240.944	290.19	279.617	299.136	0.391959	81.5449	57.7507	114.365	89.9999	98.9756	122.043	92.4348	44.4174	52.6304	62.6782	7.12389	22.4656	79.281	93.9796	113.931	49.6658	62.9333	136.119	236.487	203.229	11.0778	89.9449	50.6019	50.9998	45.1716	98.2312	111.285	121.564	62.4027	54.3854	63.4558	227.865	18.7848	198.508	233.912	458.822	32.3007	19.5335	8.61958	28.4428	90.6951	11.5172	27.0718	116.931	21.3469
PWY-6948	sitosterol degradation to androstenedione	0	0	0	0	0	0	0.457567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313035	0	0	0	0	0	0	0	0
PWY-6953	dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0	13.4372	7.629	2.02506	3.12969	4.21607	8.41134	19.3306	18.0175	15.1509	5.78668	8.29542	9.75312	0	26.7412	21.2304	14.2783	40.1777	11.2013	0	10.8978	7.12985	13.0155	70.5149	197.249	170.169	245.763	245.817	159.772	0	0	17.4247	11.6101	0	0	0.361494	0	3.10539	0	15.1379	13.3053	6.72104	8.53194	7.09421	3.58174	0	0	0	180.438	310.237	264.821	7.57409	0	0	2.77728	0	5.02547	4.11768	18.6883	0	0	8.09345	0	0	0	0	0	0	0	0	14.1796	23.2688	18.1141	20.5453	15.7373	4.0953	4.23887	42.2766	36.6897	0	12.9006	8.38413	32.2387	156.994	147.224	270.89	272.633	0	0	0	10.2816	0	0	0	5.21369	8.5377	6.5604	4.39818	21.5954	11.0128	8.94788	0.366728	0	0	0	0	8.94302	19.0574	16.5438	14.2401	7.98112	4.97123	17.0946	0	7.65678
PWY-6961	L-ascorbate degradation	4.71737	0	5.8551	2.92409	0.835848	0.975324	5.61116	5.013	8.6525	4.3651	0.517547	2.38321	0.803969	0	0.686405	30.1336	3.45076	13.1034	3.64622	1.3439	2.66603	18.4222	27.2731	32.5621	0.61454	15.4105	0.651274	0	0.716866	45.299	36.6313	1.961	1.73423	32.7729	21.2763	43.9974	0	0.971604	0	1.24838	0	1.88935	1.08171	3.02957	0	119.91	151.15	189.497	7.98061	0	0	0	0	100.598	11.4566	0	2.76935	8.48139	0	12.0537	12.0071	0	0	0	160.746	99.2442	131.805	114.673	128.813	0	10.4011	9.33391	15.4396	10.4604	11.5033	38.7576	6.48216	1.85074	4.6874	0	0.425316	3.05355	23.812	2.05622	31.6083	0	0	83.4364	141.517	133.367	3.91546	41.6234	33.0732	0	0	0	1.92198	0	1.80251	0	0	109.026	0	74.2061	98.5429	2.61164	8.45156	7.05061	5.92247	3.25711	20.1379	2.64224	7.33086	37.1413	5.32714
PWY-6969	TCA cycle	43.8381	103.552	59.6151	32.8323	38.1971	53.0793	62.3282	76.193	78.454	62.557	8.33405	5.23567	5.93103	33.8538	3.56998	64.7011	85.9697	17.3213	27.1885	11.4552	76.5374	119.633	100.607	120.175	39.9064	34.846	50.3988	27.2019	69.2443	60.6786	67.3956	66.4493	62.8979	55.8124	29.1178	89.5123	4.51452	34.3751	7.93336	15.5029	11.8704	29.6223	14.9834	29.5072	3.61755	188.64	232.416	252.958	57.2011	1.80208	86.6326	102.98	31.9996	107.262	34.3389	0	16.0069	16.5518	108.818	62.065	38.1759	20.7192	11.1587	0	185.826	138.483	147.529	147.493	169.864	0	110.406	94.5401	62.5566	57.6429	69.1287	20.3339	12.4745	29.2362	26.6827	2.29479	51.6001	80.3113	84.2151	58.0798	52.2432	53.502	8.1813	86.6962	149.374	123.485	51.8156	61.318	25.4047	15.5305	32.155	24.3761	30.9912	35.161	44.3912	19.9174	14.1496	146.965	17.8092	94.7119	128.544	34.555	24.8153	73.0044	94.3985	56.6891	89.5168	24.6753	69.4867	58.2208	73.1542
PWY-6992	1,5-anhydrofructose degradation	0	18.0746	5.94199	0.19808	0	0	6.75937	0	0.691777	0.552157	0	0	0	0	0	1.30317	4.95731	0.226178	0	0	16.6348	90.2507	131.475	18.7128	69.4571	78.2607	46.736	36.6646	62.3408	3.01892	4.03437	8.58219	0	3.90626	2.99698	4.68156	0	0	0	0	0	0	0	0	0	16.191	20.3599	25.0953	22.4996	22.1856	52.5585	0	0	8.82945	0	0	0	0	14.9598	0	0.616214	0	0	0	21.3048	12.1445	13.2376	14.1118	14.3286	0	0	0	0.428971	1.21522	1.38451	0	0	0	0	0	2.90556	0.244624	2.85933	82.2605	86.0907	61.318	57.908	7.54504	15.1607	10.9856	8.68745	3.81256	2.05419	0	0	0	0	0	0	0	0	23.7544	0	8.12725	13.7608	0	2.33092	0	4.38324	5.05053	3.90938	0.67534	7.52243	3.80023	0
PWY-7000	kanamycin biosynthesis	0	2.28435	1.04228	0	0	0	3.86379	0	0	0	0	0	0	0	0	0	4.41493	0	0	0	5.54389	0	0	0	0	0	0	0	0	0	0	1.17761	1.95228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05393	0	0	0	0	0	0	4.26957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6058	1.92593	0	0	0	0	0	0	0	0	1.48572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.041	0	2.32583	1.98907	2.03033	0	5.75953	0	3.59811
PWY-7003	glycerol degradation to butanol	0	0	0	0	0	0	0	1.26774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81443	0	0	0	0	0	0	2.26936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7013	(S)-propane-1,2-diol degradation	81.9128	0.860946	5.59523	48.5632	80.5131	74.0451	3.32902	51.1799	16.1101	18.2346	3.21578	23.2882	19.1255	7.21697	14.6293	17.1796	19.4785	7.39656	2.35967	0	2.65965	32.4003	38.222	45.4538	10.8695	13.2361	7.2425	10.2806	8.91011	43.9224	42.031	2.28404	1.5538	30.7263	21.7031	42.6708	0	2.72278	21.9469	13.0859	11.0088	13.1033	44.1539	20.251	29.5711	148.738	200.219	224.263	22.0953	11.5377	16.1332	6.30658	0	91.9913	22.5586	0	25.6297	9.66253	7.09993	30.338	29.9281	15.7817	27.1687	0	177.522	118.723	124.446	117.3	130.296	0	49.7348	55.4349	22.1653	18.4205	16.8196	29.78	48.6578	32.0085	40.0404	39.0087	12.8256	11.9825	49.3898	17.776	12.2892	4.9437	13.4217	77.163	117.157	111.64	6.65122	40.4985	28.1842	14.6247	12.1053	26.8767	28.4659	25.2745	25.0726	14.3911	28.8263	126.734	0	87.1181	116.963	83.8013	2.31898	5.96684	5.24444	5.78218	15.345	1.5352	14.3938	44.5486	2.78269
